,t,Reservoir0s.Q,Reservoir0s.W,Reservoir0s.z,Reservoir1s.Q,Reservoir1s.W,Reservoir1s.z,Reservoir2s.Q,Reservoir2s.W,Reservoir2s.z,Pump1s.Qin,Pump1s.Qout,Pump1s.H,Pump1s.Ph,Pump1s.Pe,Pump1s.N_on,Pump2s.Qin,Pump2s.Qout,Pump2s.H,Pump2s.Ph,Pump2s.Pe,Pump2s.N_on,Turb1s.Qin,Turb1s.Qout,Turb1s.H,Turb1s.Ph,Turb1s.Pe,Pipe01s.Q,Pipe01s.H,Pipe01s.zlow,Pipe01s.zhigh,Pipe01s.Qp,Pipe01s.Qn,Pipe02s.Q,Pipe02s.H,Pipe02s.zlow,Pipe02s.zhigh,Pipe02s.Qp,Pipe02s.Qn,VarSources.Qin,VarSources.Qout,Pipe01Ts.Q,Pipe01Ts.H,Pipe01Ts.zlow,Pipe01Ts.zhigh,Pipe01Ts.Qp,Pipe01Ts.Qn,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBs.P_bal,BatsDim.E,BatsDim.P,BatsDim.Pch,BatsDim.Pdc,Loads.P,Loads.Pin,Loads.Pout,p1r0s_expanded.Q,p1ebs_expanded.P,p2r0s_expanded.Q,p2ebs_expanded.P,t1r0s_expanded.Q,t1ebs_expanded.P,c01tr1s_expanded.Q,c01r1_Qs_expanded.Q,c02r2_Qs_expanded.Q,c21r2_Qs_expanded.Q,c21r1_Qs_expanded.Q,pvebs_expanded.P,gridebs_expanded.P,loadebs_expanded.P,batebsdim_expanded.P
11,11,-0.019262214595604045,1895.8483176252792,3.7083547394646845,0.019262204604331343,104.15128663338605,67.13886838217785,2.3255044405879725e-12,1.2220830132119594e-07,77.00000000048884,-0.019262215269366785,0.019262215269366785,63.50472015331596,12000.0,15000.0,2.0,0.0,0.0,73.29164526102403,0.0,0.0,0.0,-6.7351306985552e-10,6.735130700325392e-10,63.43051364271314,-0.00041909575646648095,-0.0003352766051731848,0.01926221526936678,63.50472015331596,3.7083547394646845,67.13886838217785,0.019262205299863527,0.0,-2.495224509278281e-09,73.29164526102403,3.7083547394646845,77.00000000048884,1.20645075312223e-07,1.2314029982107022e-07,0.0,0.0,-6.735130718901541e-10,63.43051364271314,3.7083547394646845,67.13886838217785,1.1169063531837002e-07,1.1236414839026017e-07,0.3891363636363636,-25169.340154578174,2614.0593643590796,2614.059426678786,6.231970647141645e-05,0,0.002640635285010142,0.0001337601621976758,0.007858456722498615,0.007724696560300937,-7555.280991735537,7555.280991735537,-7555.280991735537,-0.019262215269366785,15000.0,0.0,0.0,6.735130702117739e-10,-0.0003352766051731848,-6.735130739247871e-10,0.01926221526936678,-4.990199348701487e-09,0.0,0.0,-25169.340154578174,2614.0593643590796,7555.280991735537,0.0001337601621976758
12,12,-0.028723083494518766,1792.4452170450115,3.5606360243500164,0.028723073503767207,207.55435124694802,67.27673913499594,1.9320709258512484e-12,1.2826601430610248e-07,77.00000000051307,-0.028723084133929964,0.028723084133929967,63.881106108435525,18000.0,22500.0,3.0,0.0,0.0,73.43936397616292,0.0,0.0,0.0,-6.391616398824699e-10,6.391616400663994e-10,63.71610311064589,-0.00039951116061035766,-0.00031960892848828613,0.02872308413392996,63.881106108435525,3.5606360243500164,67.27673913499594,0.028723074155600693,0.0,-2.4939783004669496e-09,73.43936397616292,3.5606360243500164,77.00000000051307,1.206455445282185e-07,1.2313952282796366e-07,0.0,0.0,-6.391616419231122e-10,63.71610311064589,3.5606360243500164,67.27673913499594,1.1018709848266532e-07,1.1082626012458843e-07,0.45316322314049584,-29310.597463320482,267.90989087988345,267.9099535946137,6.27147302257236e-05,0,0.002528603825519424,-0.00012447939943413075,0.007729336941681711,0.007853816341115842,-6542.688016528926,6542.688016528926,-6542.688016528926,-0.028723084133929964,22500.0,0.0,0.0,6.391616402522855e-10,-0.00031960892848828613,-6.391616439637521e-10,0.02872308413392996,-4.987707045350146e-09,0.0,0.0,-29310.597463320482,267.90989087988345,6542.688016528926,-0.00012447939943413075
13,13,-0.0285964525440157,1689.4979878865552,3.4135685541236502,0.02859644255382154,310.5015444407056,67.41400205925427,1.1459094485435831e-12,1.3149432790684165e-07,77.00000000052597,-0.028596453143314295,0.028596453143314295,64.16398481746965,18000.0,22500.0,3.0,0.0,0.0,73.58643144640219,0.0,0.0,0.0,-5.990492174120391e-10,5.990492176082047e-10,64.0004335051306,-0.0003761096082276528,-0.0003008876865821223,0.028596453143314292,64.16398481746965,3.4135685541236502,67.41400205925427,0.028596443165107503,0.0,-2.4918060803496747e-09,73.58643144640219,3.4135685541236502,77.00000000052597,1.206465781825791e-07,1.2313838426153756e-07,0.0,0.0,-5.990492194636186e-10,64.0004335051306,3.4135685541236502,67.41400205925427,1.0833447851413867e-07,1.0893352773360228e-07,0.46292561983471076,-29942.029282529526,875.6938508101352,875.6939608868543,0.00011007671895458221,0,0.005307784904772491,0.003087978976947851,0.009335566133639258,0.006247587156691407,-6566.332644628099,6566.332644628099,-6566.332644628099,-0.028596453143314295,22500.0,0.0,0.0,5.990492178060458e-10,-0.0003008876865821223,-5.990492215151957e-10,0.02859645314331429,-4.98336278595445e-09,0.0,0.0,-29942.029282529526,875.6938508101352,6566.332644628099,0.003087978976947851
14,14,-0.028471466807652876,1587.0007073790048,3.2671438676842923,0.028471456818079242,412.99878898579084,67.55066505198106,9.35688211617205e-13,1.3396770994742427e-07,77.00000000053586,-0.028471471680488355,0.028471471680488355,64.44564601058335,18000.0,22500.0,3.0,0.0,0.0,73.73285613285145,0.0,0.0,0.0,-4.8725866743385775e-09,4.872586674403274e-09,64.28352118429655,-0.0030727571515681094,-0.0024582057212544878,0.028471471680488348,64.44564601058335,3.2671438676842923,67.55066505198106,0.028471461701727856,0.0,-2.486625241397066e-09,73.73285613285145,3.2671438676842923,77.00000000053586,1.2065030212429504e-07,1.2313692736221837e-07,0.0,0.0,-4.872586676401074e-09,64.28352118429655,3.2671438676842923,67.55066505198106,1.0860177363669178e-07,1.134743603130929e-07,0.43194214876033055,-27938.018398004202,-1363.1111948535367,0.00010940529901133479,1363.1113042588358,0,0.0008066345808873456,-0.005001278137650159,0.005290937581691574,0.010292215719341734,-6801.137052341598,6801.137052341598,-6801.137052341598,-0.028471471680488355,22500.0,0.0,0.0,4.872586674541019e-09,-0.0024582057212544878,-4.872586678463514e-09,0.028471471680488348,-4.973001689284049e-09,0.0,0.0,-27938.018398004202,-1363.1111948535367,6801.137052341598,-0.005001278137650159
15,15,-0.018952116665315343,1518.7730873838696,3.169675839119814,0.018952106676440744,481.2263730209775,67.64163516402796,3.3146602112655356e-12,1.4501255392225225e-07,77.00000000058004,-0.01895211731912893,0.01895211731912893,64.54379579950223,12000.0,15000.0,2.0,0.0,0.0,73.83032416146011,0.0,0.0,0.0,-6.535667334331395e-10,6.535667336513999e-10,64.47195932490813,-0.00041336130024773656,-0.0003306890401981893,0.018952117319128926,64.54379579950223,3.169675839119814,67.64163516402796,0.018952107349066098,0.0,-2.4667267744839167e-09,73.83032416146011,3.169675839119814,77.00000000058004,1.2065930201774468e-07,1.2312602877572604e-07,0.0,0.0,-6.535667355063728e-10,64.47195932490813,3.169675839119814,67.64163516402796,9.728390891326404e-08,9.793747564877041e-08,0.34693801652892564,-22439.951036622206,584.6359317881629,584.6360354413016,0.00010365313870142696,0,0.005153150809572707,0.004829462476317069,0.010206307888133589,0.00537684541181652,-6855.310606060606,6855.310606060606,-6855.310606060606,-0.01895211731912893,15000.0,0.0,0.0,6.535667338718341e-10,-0.0003306890401981893,-6.53566737579604e-10,0.018952117319128922,-4.933206734839318e-09,0.0,0.0,-22439.951036622206,584.6359317881629,6855.310606060606,0.004829462476317069
16,16,1.0074584572639511e-09,1518.77309101072,3.1696758443010284,-1.0995617207952859e-08,481.22633343675557,67.641635111249,1.1182405811259346e-12,1.4845239661491547e-07,77.00000000059381,0.0,0.0,64.47195926694798,6.529899018605457e-22,8.22023967715466e-22,0.0,0.0,0.0,73.8303241562927,0.0,0.0,0.0,-1.0072942701337794e-09,1.0072942703511207e-09,64.47195926694795,-0.0006370833268595658,-0.0005096666614876526,-2.079349997062405e-18,64.47195926694798,3.1696758443010284,67.641635111249,7.570470957025256e-08,7.570470957233191e-08,-1.6274490050666478e-09,73.8303241562927,3.1696758443010284,77.00000000059381,1.2107567938515702e-07,1.2270312732551428e-07,0.0,0.0,-1.007294272212903e-09,64.47195926694795,3.1696758443010284,67.641635111249,7.852432101648275e-08,7.953161528869568e-08,0.23656611570247935,-15301.096442201588,7570.989379881127,7570.989479198257,9.931713000548278e-05,0,0.005273724343520321,0.0001339705932751268,0.007858561938037363,0.0077245913447622355,-7730.107438016529,7730.107438016529,-7730.107438016529,0.0,8.175606979548714e-22,0.0,0.0,1.0072942705741998e-09,-0.0005096666614876526,-1.0072942742920189e-09,-4.1584656697011505e-18,-3.2547362255948768e-09,0.0,0.0,-15301.096442201588,7570.989379881127,7730.107438016529,0.0001339705932751268
17,17,0.0031133800973518785,1529.9812593611866,3.185687513373124,-0.003113390084548809,470.01812913237984,67.62669083884317,3.325585220837276e-13,1.4892821179171287e-07,77.0000000005957,0.0,0.0,64.44100332547005,3.764071141756908e-24,6.850043194663328e-24,0.0,0.0,0.0,73.81431248722251,0.0,0.0,0.0,-0.003113380097151317,0.0031133800971513176,64.43906471058699,-1968.114588195566,-1574.4916705564528,-2.0793451331580674e-18,64.44100332547005,3.185687513373124,67.62669083884317,1.218752574239241e-07,1.2187525742600345e-07,-2.004076898681875e-09,73.81431248722251,3.185687513373124,77.0000000005957,1.12606413161146e-07,1.1461049002598382e-07,0.0,0.0,-0.003113380097151319,64.43906471058699,3.185687513373124,67.62669083884317,0.0,0.0031133702663436063,0.11436776859504133,-7397.307296286397,0.0002441261469007352,0.0003143720008548299,7.024585395409475e-05,0,0.004496070204364077,-0.0008640601546180486,0.007359546564393109,0.008223606719011158,-8971.799586776859,8971.799586776859,-8971.799586776859,0.0,1.3017235870425959e-23,0.0,0.0,0.0031133800971513176,-1574.4916705564528,-0.003113380097151321,-4.15845947054203e-18,-4.00795329508188e-09,0.0,0.0,-7397.307296286397,0.0002441261469007352,8971.799586776859,-0.0008640601546180486
18,18,0.04602040293491817,1695.654709926892,3.4223638713241313,-0.046020412921010355,304.34464261674253,67.40579285682233,-1.0570517481136554e-12,1.4440434766341562e-07,77.00000000057761,0.0,0.0,63.98342898549819,0.0,2.0198434160554077e-24,0.0,0.0,0.0,73.5776361292534,0.0,0.0,0.0,-0.046020402934718596,0.046020402934718596,63.559853672013794,-28694.74125005129,-22955.793000041038,-2.0789173143504407e-18,63.98342898549819,3.4223638713241313,67.40579285682233,1.2187559956728904e-07,1.2187559956936795e-07,-1.99597134365133e-09,73.5776361292534,3.4223638713241313,77.00000000057761,1.0836142778121487e-07,1.1035739912720608e-07,0.0,0.0,-0.046020402934718596,63.559853672013794,3.4223638713241313,67.40579285682233,0.0,0.04602039295162661,0.033196280991735536,-2147.135429038012,15339.130713448312,15339.130768215295,5.4766983318463124e-05,0,0.0028120386930299513,-0.0018711461237045839,0.006856003580971212,0.008727149704675797,-9763.799586776859,9763.799586776859,-9763.799586776859,0.0,5.1558159032080635e-24,0.0,0.0,0.046020402934718596,-22955.793000041038,-0.046020402934718596,-4.157567851038348e-18,-3.99174310778496e-09,0.0,0.0,-2147.135429038012,15339.130713448312,9763.799586776859,-0.0018711461237045839
19,19,0.01980094880425741,1766.9381256222189,3.5241973223174554,-0.019800958788973606,233.06119097643756,67.31074825463524,-2.0700401684006117e-12,1.36234333089211e-07,77.00000000054494,0.0,0.0,63.78655093231779,1.4955018015690618e-24,3.559751091128714e-24,0.0,0.0,0.0,73.47580267822742,0.0,0.0,0.0,-0.019800948804058,0.019800948804058,63.70813549659115,-12375.133803119617,-9900.107042495692,-1.9103134029992712e-18,63.78655093231779,3.5241973223174554,67.31074825463524,1.218753607187262e-07,1.2187536072063653e-07,-1.9942826494241325e-09,73.47580267822742,3.5241973223174554,77.00000000054494,7.471301200178088e-08,7.670729464796638e-08,0.0,0.0,-0.019800948804058,63.70813549659115,3.5241973223174554,67.31074825463524,0.0,0.019800938832118177,0.006446280991735537,-416.9454114990675,0.00391187055626719,0.003967859252525767,5.598869625857727e-05,0,0.003731355435174972,0.0010214630468278003,0.008302308165238486,0.007280845118410686,-10317.047520661157,10317.047520661157,-10317.047520661157,0.0,7.413226439898101e-24,0.0,0.0,0.019800948804058,-9900.107042495692,-0.019800948804058003,-3.8203950058172085e-18,-3.988365893764121e-09,0.0,0.0,-416.9454114990675,0.00391187055626719,10317.047520661157,0.0010214630468278003
20,20,0.02138632858963441,1843.9289085449027,3.6341841550641467,-0.021386338572497478,156.07037211544665,67.20809382948727,-2.233190319584081e-12,1.2747957368774278e-07,77.00000000050993,0.0,0.0,63.57390967442312,2.4712455559930805e-24,4.5999191304115875e-24,0.0,0.0,0.0,73.36581584544572,0.0,0.0,0.0,-0.02138632858943572,0.02138632858943572,63.48243474963555,-13318.607412380692,-10654.885929904554,-1.9093107369010487e-18,63.57390967442312,3.6341841550641467,67.20809382948727,1.2187541561269286e-07,1.2187541561460218e-07,-1.987071592190139e-09,73.36581584544572,3.6341841550641467,77.00000000050993,7.47165782948124e-08,7.670364987255473e-08,0.0,0.0,-0.02138632858943572,63.48243474963555,3.6341841550641467,67.20809382948727,0.0,0.021386318615833212,0.00041735537190082644,-26.99449871241859,0.00026187579003913455,0.0003306436373771268,6.876784733799232e-05,0,0.0037326621692725373,1.4519267750723955e-06,0.007792302604779858,0.007790850678004786,-10681.880165289256,10681.880165289256,-10681.880165289256,0.0,8.647501681563338e-24,0.0,0.0,0.02138632858943572,-10654.885929904554,-0.021386328589435722,-3.818389752726935e-18,-3.973944511538837e-09,0.0,0.0,-26.99449871241859,0.00026187579003913455,10681.880165289256,1.4519267750723955e-06
21,21,0.021740576840535906,1922.194985170832,3.745992835958331,-0.02174058681874045,77.80425956798103,67.1037390127573,-2.662993614637636e-12,1.1731986574687359e-07,77.00000000046929,0.0,0.0,63.357746176798976,5.2810526687135926e-23,6.793709700168233e-23,0.0,0.0,0.0,73.2540071645109,0.0,0.0,0.0,-0.021740576840376204,0.021740576840376204,63.263215727260956,-13492.466054367445,-10793.972843493957,-1.9084762370139905e-18,63.357746176798976,3.745992835958331,67.1037390127573,1.218734894512585e-07,1.21873489453167e-07,-1.5916322692786017e-09,73.2540071645109,3.745992835958331,77.00000000046929,7.491221788327028e-08,7.650384847397892e-08,0.0,0.0,-0.021740576840376204,63.263215727260956,3.745992835958331,67.1037390127573,0.0,0.02174056686680933,0.0,-3.3339638350625404e-09,-0.0001725684543839882,0.00014255201842352556,0.0003151204728075138,0,0.003620675060034066,-0.0001244301213760794,0.007729361580710733,0.007853791702086811,-10793.973140495867,10793.973140495867,-10793.973140495867,0.0,7.10257837436998e-23,0.0,0.0,0.021740576840376204,-10793.972843493957,-0.021740576840376207,-3.8167207261878524e-18,-3.1831070697611592e-09,0.0,0.0,-3.3339638350625404e-09,-0.0001725684543839882,10793.973140495867,-0.0001244301213760794
22,22,0.02161228227097167,1999.99920134633,3.857141716209043,-0.021612292216076502,7.5901056354959985e-06,67.00000001012015,1.6273297297656493e-11,1.7530792381906528e-07,77.00000000070123,0.0,0.0,63.142858293911104,1.3338379236878862e-24,3.3991223945015166e-24,0.0,0.0,0.0,73.14285828449214,0.0,0.0,0.0,-0.021612282270806162,0.021612282270806162,63.04944023113648,-13367.520956051025,-10694.01676484082,-1.907681052932254e-18,63.142858293911104,3.857141716209043,67.00000001012015,1.218595489870819e-07,1.218595489889896e-07,-1.6551993774998873e-09,73.14285828449214,3.857141716209043,77.00000000070123,7.488086128473296e-08,7.653606064920349e-08,0.0,0.0,-0.021612282270806162,63.04944023113648,3.857141716209043,67.00000001012015,0.0,0.021612272297775598,0.0,-3.3339637888070956e-09,-0.00299825013653521,0.00010384758334985183,0.003102097719885062,0,0.0009529144676800809,-0.002964178435948874,0.006309487426908418,0.009273665862857291,-10694.022727272728,10694.022727272728,-10694.022727272728,0.0,6.846319501485214e-24,0.0,0.0,0.021612282270806162,-10694.01676484082,-0.021612282270806162,-3.815130042262011e-18,-3.3102332646433996e-09,0.0,0.0,-3.333963788807095e-09,-0.00299825013653521,10694.022727272728,-0.002964178435948874
23,23,2.453655116539903e-09,1999.9992101794885,3.8571417288278407,-2.011073965086562e-09,3.502544233388048e-07,67.00000000046701,4.490889302494583e-11,3.36996949909136e-07,77.00000000134798,-4.2310141926940745e-15,4.1839332275001514e-15,63.14285827163917,8.756882126772027e-17,5.50357549908099e-17,0.0,-4.78248380318248e-15,4.72531636394008e-15,73.14285827252014,8.546106618299284e-17,5.373409794778447e-17,0.0,-2.4523451537862412e-09,2.4532235719738286e-09,63.14285827163909,-0.0015190621996149201,-0.0012152497596919908,4.184344646334044e-11,63.14285827163917,3.8571417288278407,67.00000000046701,1.2187644268918414e-07,1.2183459929804806e-07,4.7257804339177874e-11,73.14285827252014,3.8571417288278407,77.00000000134798,7.572833995530341e-08,7.56810824060128e-08,-1.4327312994174673e-10,1.8850769320400312e-10,-2.4105054885574054e-09,63.14285827163909,3.8571417288278407,67.00000000046701,7.44533672766834e-08,7.686387241786934e-08,0.0,-3.3338439080838084e-09,-10595.68921697403,0.00015299924607102328,10595.689369973275,0,0.0012675387122952628,0.00034958249401686884,0.007966367888451642,0.007616785394434773,-10595.690082644629,10595.690082644629,-10595.690082644629,-4.254620431315542e-15,5.5342866981316305e-17,-4.811177647489036e-15,5.405811013818696e-17,2.453664182295466e-09,-0.0012152497596920181,-2.3686661707000293e-09,8.368276432071631e-11,9.451113841056484e-11,-9.6855579457006e-11,2.3207012343537546e-10,-3.3338439080838084e-09,-10595.68921697403,10595.690082644629,0.00034958249401686884
