,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Q,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.forecast,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,EBpv.P_bal,Bat.E,Bat.P,Bat.Pch,Bat.Pdc,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P,baten_expanded.P
21,21,0.0,197020.44695026893,29.82836741158378,-0.014273629191111109,9601.957454035059,140.320391490807,0.014273629191111109,-0.014273629191111109,0.014273629191111109,0.0,0.0,110.49202407922321,2765.055460101143,0.0,0.0,0.0,0.0,0.0,110.49202407922321,2765.055460101143,0.0,0.0,0.0,0.0,110.49202407922321,29.82836741158378,140.320391490807,110.49202407922321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014273629191111109,0.0,0.0,0.0
22,22,0.0,197020.44695026893,29.82836741158378,0.0,9601.957454035059,140.320391490807,0.0,0.0,0.0,0.0,0.0,110.49202407922321,2765.055460101143,0.0,0.0,0.0,0.0,0.0,110.49202407922321,2765.055460101143,0.0,0.0,0.0,0.0,110.49202407922321,29.82836741158378,140.320391490807,110.49202407922321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,0.0,197020.44695026893,29.82836741158378,-0.013458564497777777,9553.506621843058,140.3107013243686,0.013458564497777777,-0.013458564497777777,0.013458564497777777,0.0,0.0,110.48233391278482,2764.934209561455,0.0,0.0,0.0,0.0,0.0,110.48233391278482,2764.934209561455,0.0,0.0,0.0,0.0,110.48233391278482,29.82836741158378,140.3107013243686,110.48233391278482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013458564497777777,0.0,0.0,0.0
24,24,0.0,197020.44695026893,29.82836741158378,-0.0038888888888888888,9539.506621843058,140.3079013243686,0.0038888888888888888,-0.0038888888888888888,0.0038888888888888888,0.0,0.0,110.47953391278482,2764.899172897383,0.0,0.0,0.0,0.0,0.0,110.47953391278482,2764.899172897383,0.0,0.0,0.0,0.0,110.47953391278482,29.82836741158378,140.3079013243686,110.47953391278482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038888888888888888,0.0,0.0,0.0
25,25,0.0,197020.44695026893,29.82836741158378,-0.006300561886111111,9516.824599053058,140.3033649198106,0.006300561886111111,-0.006300561886111111,0.006300561886111111,0.0,0.0,110.47499750822682,2764.842407496938,0.0,0.0,0.0,0.0,0.0,110.47499750822682,2764.842407496938,0.0,0.0,0.0,0.0,110.47499750822682,29.82836741158378,140.3033649198106,110.47499750822682,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006300561886111111,0.0,0.0,0.0
26,26,0.0,197020.44695026893,29.82836741158378,-0.004898605666111111,9499.189618655058,140.299837923731,0.004898605666111111,-0.004898605666111111,0.004898605666111111,0.0,0.0,110.4714705121472,2764.798272324343,0.0,0.0,0.0,0.0,0.0,110.4714705121472,2764.798272324343,0.0,0.0,0.0,0.0,110.4714705121472,29.82836741158378,140.299837923731,110.4714705121472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004898605666111111,0.0,0.0,0.0
27,27,0.0,197020.44695026893,29.82836741158378,-0.005808921101666666,9478.277502689058,140.2956555005378,0.005808921101666666,-0.005808921101666666,0.005808921101666666,0.0,0.0,110.46728808895402,2764.7459345315383,0.0,0.0,0.0,0.0,0.0,110.46728808895402,2764.7459345315383,0.0,0.0,0.0,0.0,110.46728808895402,29.82836741158378,140.2956555005378,110.46728808895402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005808921101666666,0.0,0.0,0.0
28,28,0.0,197020.44695026893,29.82836741158378,-0.006556711727222222,9454.673340471058,140.2909346680942,0.006556711727222222,-0.006556711727222222,0.006556711727222222,0.0,0.0,110.46256725651041,2764.686858030347,0.0,0.0,0.0,0.0,0.0,110.46256725651041,2764.686858030347,0.0,0.0,0.0,0.0,110.46256725651041,29.82836741158378,140.2909346680942,110.46256725651041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006556711727222222,0.0,0.0,0.0
29,29,0.0,197020.44695026893,29.82836741158378,-0.007012048015,9429.429967617058,140.2858859935234,0.007012048015,-0.007012048015,0.007012048015,0.0,0.0,110.45751858193962,2764.623677515564,0.0,0.0,0.0,0.0,0.0,110.45751858193962,2764.623677515564,0.0,0.0,0.0,0.0,110.45751858193962,29.82836741158378,140.2858859935234,110.45751858193962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007012048015,0.0,0.0,0.0
30,30,0.0,197020.44695026893,29.82836741158378,-0.006066417089444444,9407.590866095059,140.281518173219,0.006066417089444444,-0.006066417089444444,0.006066417089444444,0.0,0.0,110.45315076163523,2764.569016235082,0.0,0.0,0.0,0.0,0.0,110.45315076163523,2764.569016235082,0.0,0.0,0.0,0.0,110.45315076163523,29.82836741158378,140.281518173219,110.45315076163523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006066417089444444,0.0,0.0,0.0
31,31,0.0,197020.44695026893,29.82836741158378,-0.005193655942222221,9388.893704703058,140.2777787409406,0.005193655942222221,-0.005193655942222221,0.005193655942222221,0.0,0.0,110.4494113293568,2764.522218085622,0.0,0.0,0.0,0.0,0.0,110.4494113293568,2764.522218085622,0.0,0.0,0.0,0.0,110.4494113293568,29.82836741158378,140.2777787409406,110.4494113293568,1.0,0.07477177315670108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005193655942222221,0.0,0.0,0.0
32,32,0.0,197020.44695026893,29.82836741158378,-0.002183373211444444,9381.033561141858,140.27620671222837,0.002183373211444444,-0.002183373211444444,0.002183373211444444,0.0,0.0,110.44783930064459,2764.5025442652095,0.0,0.0,0.0,0.0,0.0,110.44783930064459,2764.5025442652095,0.0,0.0,0.0,0.0,110.44783930064459,29.82836741158378,140.27620671222837,110.44783930064459,1.0,0.2358591708815945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002183373211444444,0.0,0.0,0.0
33,33,-0.0343120259869905,196896.92365671578,29.82816153942786,0.015371360525323835,9436.370459033024,140.2872740918066,0.018940665461666666,-0.018940665461666666,0.018940665461666666,0.0,0.0,110.45913609868128,2764.6439197261857,0.0,0.0,0.0,-0.0343120259869905,0.0343120259869905,110.45913609868128,2764.643924146178,37180.65290100422,46475.81612625528,1.0,0.0343120259869905,110.45913609868128,29.82816153942786,140.2872740918066,110.45911255237874,1.0,0.3846877203897489,-46475.81612625528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0343120259869905,0.0343120259869905,46475.81612625528,0.0343120259869905,-0.018940665461666666,0.0,-46475.81612625528,0.0
34,34,0.0,196896.92365671578,29.82816153942786,-0.01654799571833333,9376.797674447023,140.2753595348894,0.01654799571833333,-0.01654799571833333,0.01654799571833333,0.0,0.0,110.44719799546152,2764.494518339148,0.0,0.0,0.0,0.0,0.0,110.44719799546152,2764.494518339148,0.0,0.0,0.0,0.0,110.44719799546152,29.82816153942786,140.2753595348894,110.44719799546152,1.0,0.5137134929205837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01654799571833333,0.0,0.0,0.0
35,35,-0.05451246203152297,196700.6787934023,29.82783446465567,0.028835523568745195,9480.605559294507,140.2961211118589,0.025676938462777774,-0.025676938462777774,0.025676938462777774,0.0,0.0,110.46834607937356,2764.7591740513913,0.0,0.0,0.0,-0.05451246203152297,0.05451246203152297,110.46834607937356,2764.759185207232,59074.85392431588,73843.56740539485,1.0,0.05451246203152297,110.46834607937356,29.82783446465567,140.2961211118589,110.46828664720323,1.0,0.6112149495870927,-73843.56740539485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05451246203152297,0.05451246203152297,73843.56740539485,0.05451246203152297,-0.025676938462777774,0.0,-73843.56740539485,0.0
36,36,-0.057816549518378925,196492.53921513612,29.82748756535856,0.04148812085171226,9629.962794360672,140.32599255887212,0.016328428666666665,-0.016328428666666665,0.016328428666666665,0.0,0.0,110.49857184858152,2765.137387630977,0.0,0.0,0.0,-0.057816549518378925,0.057816549518378925,110.49857184858152,2765.137400178432,62672.618741247854,78340.77342655981,1.0,0.057816549518378925,110.49857184858152,29.82748756535856,140.32599255887212,110.49850499351355,1.0,0.6484390389437005,-78340.77342655981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.057816549518378925,0.057816549518378925,78340.77342655981,0.057816549518378925,-0.016328428666666665,0.0,-78340.77342655981,0.0
37,37,0.0,196492.53921513612,29.82748756535856,-0.00857302222,9599.099914368671,140.31981998287372,0.00857302222,-0.00857302222,0.00857302222,0.0,0.0,110.49233241751516,2765.059318170945,0.0,0.0,0.0,0.0,0.0,110.49233241751516,2765.059318170945,0.0,0.0,0.0,0.0,110.49233241751516,29.82748756535856,140.31981998287372,110.49233241751516,1.0,0.6048769083203855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00857302222,0.0,0.0,0.0
38,38,-0.0443655986859247,196332.8230598668,29.827221371766445,0.037816137768702476,9735.238010336,140.3470476020672,0.006549460917222222,-0.006549460917222222,0.006549460917222222,0.0,0.0,110.51986559642769,2765.403804205147,0.0,0.0,0.0,-0.0443655986859247,0.0443655986859247,110.51986559642769,2765.403811592727,48101.17683799851,60126.47104749813,1.0,0.0443655986859247,110.51986559642769,29.827221371766445,140.3470476020672,110.51982623030075,1.0,0.49767636182026426,-60126.47104749813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0443655986859247,0.0443655986859247,60126.47104749813,0.0443655986859247,-0.006549460917222222,0.0,-60126.47104749813,0.0
39,39,0.0,196332.8230598668,29.827221371766445,-0.006416507906666667,9712.138581872,140.3424277163744,0.006416507906666667,-0.006416507906666667,0.006416507906666667,0.0,0.0,110.51520634460796,2765.345512202902,0.0,0.0,0.0,0.0,0.0,110.51520634460796,2765.345512202902,0.0,0.0,0.0,0.0,110.51520634460796,29.827221371766445,140.3424277163744,110.51520634460796,1.0,0.32599011824461455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006416507906666667,0.0,0.0,0.0
40,40,0.0,196332.8230598668,29.827221371766445,-0.005731692862777777,9691.504487566,140.3383008975132,0.005731692862777777,-0.005731692862777777,0.005731692862777777,0.0,0.0,110.51107952574675,2765.2938804549576,0.0,0.0,0.0,0.0,0.0,110.51107952574675,2765.2938804549576,0.0,0.0,0.0,0.0,110.51107952574675,29.827221371766445,140.3383008975132,110.51107952574675,1.0,0.11821470325038548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005731692862777777,0.0,0.0,0.0
41,41,0.0,196332.8230598668,29.827221371766445,-0.008467836731666666,9661.020275332,140.3322040550664,0.008467836731666666,-0.008467836731666666,0.008467836731666666,0.0,0.0,110.50498268329996,2765.2175994443996,0.0,0.0,0.0,0.0,0.0,110.50498268329996,2765.2175994443996,0.0,0.0,0.0,0.0,110.50498268329996,29.827221371766445,140.3322040550664,110.50498268329996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008467836731666666,0.0,0.0,0.0
42,42,0.0,196332.8230598668,29.827221371766445,-0.00970108156888889,9626.096381684,140.32521927633678,0.00970108156888889,-0.00970108156888889,0.00970108156888889,0.0,0.0,110.49799790457034,2765.130206379319,0.0,0.0,0.0,0.0,0.0,110.49799790457034,2765.130206379319,0.0,0.0,0.0,0.0,110.49799790457034,29.827221371766445,140.32521927633678,110.49799790457034,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00970108156888889,0.0,0.0,0.0
43,43,0.0,196332.8230598668,29.827221371766445,-0.008636273278888888,9595.00579788,140.31900115957598,0.008636273278888888,-0.008636273278888888,0.008636273278888888,0.0,0.0,110.49177978780953,2765.052403411367,0.0,0.0,0.0,0.0,0.0,110.49177978780953,2765.052403411367,0.0,0.0,0.0,0.0,110.49177978780953,29.827221371766445,140.31900115957598,110.49177978780953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008636273278888888,0.0,0.0,0.0
44,44,0.0,196332.8230598668,29.827221371766445,-0.007996979514999999,9566.216671626,140.3132433343252,0.007996979514999999,-0.007996979514999999,0.007996979514999999,0.0,0.0,110.48602196255875,2764.9803577985876,0.0,0.0,0.0,0.0,0.0,110.48602196255875,2764.9803577985876,0.0,0.0,0.0,0.0,110.48602196255875,29.827221371766445,140.3132433343252,110.48602196255875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007996979514999999,0.0,0.0,0.0
45,45,0.0,196332.8230598668,29.827221371766445,-0.007194654969444444,9540.315913736,140.3080631827472,0.007194654969444444,-0.007194654969444444,0.007194654969444444,0.0,0.0,110.48084181098075,2764.915538806116,0.0,0.0,0.0,0.0,0.0,110.48084181098075,2764.915538806116,0.0,0.0,0.0,0.0,110.48084181098075,29.827221371766445,140.3080631827472,110.48084181098075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007194654969444444,0.0,0.0,0.0
46,46,0.0,196332.8230598668,29.827221371766445,-0.007309976037777778,9514.0,140.3028,0.007309976037777778,-0.007309976037777778,0.007309976037777778,0.0,0.0,110.47557862823355,2764.8496792921937,0.0,0.0,0.0,0.0,0.0,110.47557862823355,2764.8496792921937,0.0,0.0,0.0,0.0,110.47557862823355,29.827221371766445,140.3028,110.47557862823355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007309976037777778,0.0,0.0,0.0
47,47,0.0,196332.8230598668,29.827221371766445,-0.0038888888888888888,9500.0,140.29999999999998,0.0038888888888888888,-0.0038888888888888888,0.0038888888888888888,0.0,0.0,110.47277862823354,2764.8146415569254,0.0,0.0,0.0,0.0,0.0,110.47277862823354,2764.8146415569254,0.0,0.0,0.0,0.0,110.47277862823354,29.827221371766445,140.29999999999998,110.47277862823354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038888888888888888,0.0,0.0,0.0
