,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Q,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Turb1.Qin,Turb1.Qout,Turb1.H,Turb1.Ph,Turb1.Pe,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.forecast,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,EBpv.P_bal,Bat.E,Bat.P,Bat.Pch,Bat.Pdc,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,t1r0_expanded.Q,t1c1_Q_expanded.Q,t1eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P,baten_expanded.P
23,23,0.0,197073.95357211152,29.82845658928685,-0.013458564497778,9500.000000000502,139.38461538461559,0.013458564497777777,-0.013458564497777777,0.013458564497777777,0.0,0.0,109.55615879532874,2753.320575854488,0.0,0.0,0.0,0.0,0.0,109.55615879532876,2753.3205758544877,0.0,0.0,0.0,0.0,0.0,109.55615879532874,0.0,0.0,0.0,109.55615879532874,29.82845658928685,139.38461538461559,109.55615879532874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013458564497777777,0.0,0.0,0.0
24,24,0.0,197073.9535721115,29.82845658928685,-0.0038888888888896885,9486.0000000005,139.37815384615408,0.0038888888888888888,-0.0038888888888888888,0.0038888888888888888,0.0,0.0,109.54969725686725,2753.239380286291,0.0,0.0,0.0,0.0,0.0,109.54969725686723,2753.23938028629,0.0,0.0,0.0,0.0,0.0,109.54969725686725,0.0,0.0,0.0,109.54969725686725,29.828456589286848,139.37815384615408,109.54969725686725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038888888888888888,0.0,0.0,0.0
25,25,0.0,197073.9535721115,29.82845658928685,-0.006300561886110944,9463.317977210501,139.36768522025102,0.006300561886111111,-0.006300561886111111,0.006300561886111111,0.0,0.0,109.53922863096415,2753.1078258621474,0.0,0.0,0.0,0.0,0.0,109.53922863096412,2753.1078258621474,0.0,0.0,0.0,-2.4516309867091655e-19,0.0,109.53922863096415,0.0,0.0,0.0,109.53922863096415,29.82845658928685,139.36768522025102,109.53922863096415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4516309867091655e-19,0.0,0.0,-0.006300561886111111,0.0,0.0,0.0
26,26,0.0,197073.9535721115,29.828456589286848,-0.004898605666111112,9445.6829968125,139.35954599852886,0.004898605666111111,-0.004898605666111111,0.004898605666111111,0.0,0.0,109.53108940924197,2753.005539474333,0.0,0.0,0.0,0.0,0.0,109.53108940924199,2753.0055394743335,0.0,0.0,0.0,-3.7883548565948587e-19,0.0,109.53108940924197,0.0,0.0,0.0,109.53108940924197,29.82845658928685,139.35954599852886,109.53108940924199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7883548565948587e-19,0.0,0.0,-0.004898605666111111,0.0,0.0,0.0
27,27,0.0,197073.95357211152,29.82845658928685,-0.005808921101666665,9424.770880846501,139.3498942526984,0.005808921101666666,-0.005808921101666666,0.005808921101666666,0.0,0.0,109.52143766341156,2752.8842402691994,0.0,0.0,0.0,0.0,0.0,109.52143766341156,2752.8842402691994,0.0,0.0,0.0,-6.855672916839492e-19,0.0,109.52143766341156,0.0,0.0,0.0,109.52143766341156,29.82845658928685,139.3498942526984,109.52143766341155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.855672916839492e-19,0.0,0.0,-0.005808921101666666,0.0,0.0,0.0
28,28,0.0,197073.9535721115,29.828456589286855,-0.006556711727222223,9401.1667186285,139.33900002398238,0.006556711727222222,-0.006556711727222222,0.006556711727222222,0.0,0.0,109.51054343469556,2752.7473197256963,0.0,0.0,0.0,0.0,0.0,109.51054343469553,2752.7473197256963,0.0,0.0,0.0,-4.0329356201145375e-19,0.0,109.51054343469556,0.0,0.0,0.0,109.51054343469556,29.828456589286844,139.33900002398238,109.51054343469556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0329356201145375e-19,0.0,0.0,-0.006556711727222222,0.0,0.0,0.0
29,29,0.0,197073.9535721115,29.828456589286855,-0.007012048014999999,9375.9233457745,139.3273492365113,0.007012048015,-0.007012048015,0.007012048015,0.0,0.0,109.49889264722445,2752.600882987273,0.0,0.0,0.0,0.0,0.0,109.49889264722444,2752.6008812423033,0.0,0.0,0.0,-3.697298814765021e-19,0.0,109.49889264722445,0.0,0.0,0.0,109.49889264722445,29.828456589286855,139.3273492365113,109.49889264722448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.697298814765021e-19,0.0,0.0,-0.007012048015,0.0,0.0,0.0
30,30,0.0,197073.9535721115,29.82845658928685,-0.006066417089444445,9354.084244252499,139.31726965119344,0.006066417089444444,-0.006066417089444444,0.006066417089444444,0.0,0.0,109.48881306190657,2752.4741858823695,0.0,0.0,0.0,0.0,0.0,109.48881306190657,2752.474184128159,0.0,0.0,0.0,-4.048817487875555e-19,0.0,109.48881306190657,0.0,0.0,0.0,109.48881306190657,29.82845658928685,139.31726965119344,109.48881306190658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.048817487875555e-19,0.0,0.0,-0.006066417089444444,0.0,0.0,0.0
31,31,0.0,197073.95357211152,29.828456589286855,-0.005193655942222221,9335.3870828605,139.30864019208948,0.005193655942222221,-0.005193655942222221,0.005193655942222221,0.0,0.0,109.48018360280263,2752.3657102093503,0.0,0.0,0.0,0.0,0.0,109.48018360280261,2752.3657084522083,0.0,0.0,0.0,-2.710505431213761e-19,0.0,109.48018360280263,0.0,0.0,0.0,109.48018360280263,29.828456589286848,139.30864019208948,109.48018360280264,0.0,0.07477177315670108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.710505431213761e-19,0.0,0.0,-0.005193655942222221,0.0,0.0,0.0
32,32,-0.03704566298865874,196940.5891853523,29.82823431530892,0.034862289777214304,9460.891326058472,139.3665652274116,0.002183373211444444,-0.002183373211444444,0.002183373211444444,0.0,0.0,109.53835835957149,2753.0968742403124,0.0,0.0,0.0,-0.03704566298865874,0.03704566298865875,109.5383583595715,2753.0968953063716,39808.1976489935,49760.24706124188,1.0,0.0,0.0,109.53835835957149,0.0,0.0,0.03704566298865875,109.53835835957149,29.82823431530892,139.3665652274116,109.53833091210268,1.0,0.2358591708815945,-49760.24706124187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03704566298865874,0.03704566298865875,49760.24706124188,0.0,0.0,0.0,0.03704566298865875,-0.002183373211444444,0.0,-49760.24706124187,0.0
33,33,-0.0603835019122514,196723.2085784682,29.827872014297444,0.04144283645058474,9610.085537280578,139.4354240941295,0.018940665461666666,-0.018940665461666666,0.018940665461666666,0.0,0.0,109.60762500317473,2753.9671611520835,0.0,0.0,0.0,-0.060383501912251406,0.06038350191225139,109.60762500317473,2753.9672275056314,64927.40879727601,81159.26099659503,1.0,0.0,0.0,109.60762500317473,0.0,0.0,0.060383501912251406,109.60762500317473,29.827872014297437,139.4354240941295,109.60755207983206,1.0,0.3846877203897489,-81159.26099659503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060383501912251406,0.06038350191225139,81159.26099659503,0.0,0.0,0.0,0.060383501912251406,-0.018940665461666666,0.0,-81159.26099659503,0.0
34,34,-0.08055781449970631,196433.20044626927,29.82738866741045,0.06400981878137296,9840.520884893522,139.5417788699509,0.01654799571833333,-0.01654799571833333,0.01654799571833333,0.0,0.0,109.71451999376728,2755.3097370490405,0.0,0.0,0.0,-0.08055781449970631,0.0805578144997063,109.71451999376731,2755.30981615338,86704.31675265949,108380.39594082437,1.0,0.0,0.0,109.71451999376728,0.0,0.0,0.08055781449970628,109.71451999376728,29.827388667410442,139.5417788699509,109.71439020254043,1.0,0.5137134929205837,-108380.39594082437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08055781449970631,0.0805578144997063,108380.39594082437,0.0,0.0,0.0,0.08055781449970628,-0.01654799571833333,0.0,-108380.39594082437,0.0
35,35,-0.08169197239704078,196139.1093456399,29.826898515576065,0.05601503393426302,10042.175007056865,139.63485000325701,0.025676938462777774,-0.025676938462777774,0.025676938462777774,0.0,0.0,109.80808495924572,2756.4843524741123,0.0,0.0,0.0,-0.08169197239704076,0.08169197239704078,109.8080849592457,2756.4844358637347,87999.99999999999,109999.99999999997,1.0,0.0,0.0,109.80808495924572,0.0,0.0,0.08169197239704078,109.80808495924572,29.82689851557606,139.63485000325701,109.80795148768097,1.0,0.6112149495870927,-109999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08169197239704076,0.08169197239704078,109999.99999999997,0.0,0.0,0.0,0.08169197239704078,-0.025676938462777774,0.0,-109999.99999999999,0.0
36,36,-0.08161098603401817,195845.30979591748,29.82640884965986,0.06528255736735136,10277.192213579332,139.74331948319045,0.016328428666666665,-0.016328428666666665,0.016328428666666665,0.0,0.0,109.91704384058949,2757.8515925435877,0.0,0.0,0.0,-0.08161098603401817,0.08161098603401816,109.9170438405895,2757.8516802521435,87999.99999999997,109999.99999999996,1.0,0.0,0.0,109.91704384058949,0.0,0.0,0.08161098603401801,109.91704384058949,29.82640884965985,139.74331948319045,109.9169106335306,1.0,0.6484390389437005,-109999.99999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08161098603401817,0.08161098603401816,109999.99999999996,0.0,0.0,0.0,0.08161098603401801,-0.016328428666666665,0.0,-109999.99999999997,0.0
37,37,-0.08152073066321919,195551.83516552983,29.82591972527588,0.0729477084432192,10539.803963974917,139.86452490644996,0.00857302222,-0.00857302222,0.00857302222,0.0,0.0,110.03873809376296,2759.377905544879,0.0,0.0,0.0,-0.0815207306632192,0.0815207306632192,110.03873809376293,2759.3778546976237,87999.99999999999,109999.99999999997,1.0,0.0,0.0,110.03873809376296,0.0,0.0,0.0815207306632192,110.03873809376296,29.825919725275877,139.86452490644996,110.03860518117408,1.0,0.6048769083203855,-109999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0815207306632192,0.0815207306632192,109999.99999999997,0.0,0.0,0.0,0.0815207306632192,-0.00857302222,0.0,-109999.99999999999,0.0
38,38,-0.07772913589397266,195272.01027631154,29.825453350460517,0.07117967497675047,10796.05079389122,139.98279267410365,0.006549460917222222,-0.006549460917222222,0.006549460917222222,0.0,0.0,110.15746016001447,2760.865989178771,0.0,0.0,0.0,-0.07772913589397268,0.07772913589397266,110.15746016001445,2760.866089324638,83997.57746337053,104996.97182921317,1.0,0.0,0.0,110.15746016001447,0.0,0.0,0.07772913589397268,110.15746016001447,29.82545335046052,139.98279267410365,110.15733932364313,1.0,0.49767636182026426,-104996.97182921316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07772913589397268,0.07772913589397266,104996.97182921317,0.0,0.0,0.0,0.07772913589397268,-0.006549460917222222,0.0,-104996.97182921316,0.0
39,39,-0.05088024159346802,195088.84140657503,29.82514806901095,0.04446373368680134,10956.120235163702,140.05667087776789,0.006416507906666667,-0.006416507906666667,0.006416507906666667,0.0,0.0,110.23157458471823,2761.794588181284,0.0,0.0,0.0,-0.05088024159346801,0.05088024159346801,110.2315745847182,2761.7946816026656,55020.45568206928,68775.5696025866,1.0,0.0,0.0,110.23157458471823,0.0,0.0,0.05088024159346801,110.23157458471823,29.825148069010954,140.05667087776789,110.23152280875694,1.0,0.32599011824461455,-68775.5696025866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05088024159346801,0.05088024159346801,68775.5696025866,0.0,0.0,0.0,0.05088024159346801,-0.006416507906666667,0.0,-68775.5696025866,0.0
40,40,0.0,195088.84140657505,29.825148069010957,-0.005731692862777777,10935.486140857698,140.04714744962664,0.005731692862777777,-0.005731692862777777,0.005731692862777777,0.0,0.0,110.22199938061563,2761.674630598239,0.0,0.0,0.0,0.0,0.0,110.22199938061564,2761.674626013017,0.0,0.0,0.0,-3.318780966460756e-19,0.0,110.22199938061563,0.0,0.0,0.0,110.22199938061563,29.82514806901096,140.04714744962664,110.22199938061566,0.0,0.11821470325038548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.318780966460756e-19,0.0,0.0,-0.005731692862777777,0.0,0.0,0.0
41,41,0.0,195088.84140657503,29.82514806901095,-0.008467836731666666,10905.0019286237,140.03307781321092,0.008467836731666666,-0.008467836731666666,0.008467836731666666,0.0,0.0,110.2079297442,2761.4983555620233,0.0,0.0,0.0,0.0,0.0,110.20792974420002,2761.4983523048554,0.0,0.0,0.0,-7.995991022080594e-19,0.0,110.2079297442,0.0,0.0,0.0,110.2079297442,29.82514806901095,140.03307781321092,110.20792974419999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.995991022080594e-19,0.0,0.0,-0.008467836731666666,0.0,0.0,0.0
42,42,0.20415096898247737,195823.78489491192,29.826372974824842,-0.2138520505513662,10135.134546638787,139.677754406141,0.00970108156888889,-0.00970108156888889,0.00970108156888889,0.0,0.0,109.85054787919027,2757.0172273960466,0.0,0.0,0.0,0.0,0.0,109.85054787919027,2757.0172083482703,0.0,0.0,0.0,-0.20415096898247734,0.20415096898247737,109.85054787919027,-219999.99999999997,-109999.99999999999,-0.20415096898247737,109.85054787919027,29.82637297482485,139.677754406141,109.85138143131614,0.0,0.0,0.0,109999.99999999999,109999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20415096898247737,-0.20415096898247734,-109999.99999999999,-0.20415096898247737,-0.00970108156888889,109999.99999999999,0.0,0.0
43,43,0.14139949026521872,196332.8230598667,29.82722137176645,-0.15003576354410766,9595.005797880001,139.42846421440618,0.008636273278888888,-0.008636273278888888,0.008636273278888888,0.0,0.0,109.60084296720555,2753.8820106767416,0.0,0.0,0.0,0.0,0.0,109.60084296720554,2753.8820106767416,0.0,0.0,0.0,-0.14139949026521875,0.14139949026521872,109.60084296720555,-152030.51688920095,-76015.25844460048,-0.14139949026521875,109.60084296720555,29.827221371766445,139.42846421440618,109.60124284263973,0.0,0.0,0.0,76015.25844460048,76015.25844460048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14139949026521872,-0.14139949026521875,-76015.25844460048,-0.14139949026521875,-0.008636273278888888,76015.25844460048,0.0,0.0
44,44,0.0,196332.82305986676,29.82722137176644,-0.007996979514999999,9566.216671625998,139.41517692536587,0.007996979514999999,-0.007996979514999999,0.007996979514999999,0.0,0.0,109.5879555535994,2753.7200984301394,0.0,0.0,0.0,0.0,0.0,109.5879555535994,2753.7200984301394,0.0,0.0,0.0,-2.0667603913004928e-19,0.0,109.5879555535994,0.0,0.0,0.0,109.5879555535994,29.82722137176644,139.41517692536587,109.58795555359943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0667603913004928e-19,0.0,0.0,-0.007996979514999999,0.0,0.0,0.0
45,45,0.0,196332.82305986676,29.827221371766438,-0.007194654969444443,9540.315913736,139.4032227294166,0.007194654969444444,-0.007194654969444444,0.007194654969444444,0.0,0.0,109.57600135765017,2753.569902137627,0.0,0.0,0.0,0.0,0.0,109.57600135765017,2753.5699021376267,0.0,0.0,0.0,-3.9387032047324966e-19,0.0,109.57600135765017,0.0,0.0,0.0,109.57600135765017,29.82722137176644,139.4032227294166,109.57600135765017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9387032047324966e-19,0.0,0.0,-0.007194654969444444,0.0,0.0,0.0
46,46,0.0,196332.82305986676,29.827221371766438,-0.007309976037777778,9514.0,139.39107692307695,0.007309976037777778,-0.007309976037777778,0.007309976037777778,0.0,0.0,109.56385555131047,2753.417290013371,0.0,0.0,0.0,0.0,0.0,109.56385555131047,2753.4172900133703,0.0,0.0,0.0,-4.0657581468206416e-19,0.0,109.56385555131047,0.0,0.0,0.0,109.56385555131047,29.82722137176644,139.39107692307695,109.5638555513105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0657581468206416e-19,0.0,0.0,-0.007309976037777778,0.0,0.0,0.0
47,47,0.0,196332.82305986673,29.82722137176644,-0.0038888888888888888,9500.0,139.3846153846154,0.0038888888888888888,-0.0038888888888888888,0.0038888888888888888,0.0,0.0,109.55739401284895,2753.336097298053,0.0,0.0,0.0,0.0,0.0,109.55739401284895,2753.3360972980527,0.0,0.0,0.0,-1.598774687942492e-20,0.0,109.55739401284895,0.0,0.0,0.0,109.55739401284895,29.82722137176644,139.3846153846154,109.55739401284896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.598774687942492e-20,0.0,0.0,-0.0038888888888888888,0.0,0.0,0.0
