,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Q,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Turb1.Qin,Turb1.Qout,Turb1.H,Turb1.Ph,Turb1.Pe,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.forecast,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,Bat.E,Bat.P,Bat.Pch,Bat.Pdc,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,t1r0_expanded.Q,t1c1_Q_expanded.Q,t1eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P,baten_expanded.P
22,22,0.0,197073.953572112,29.82845658928685,0.0,9548.450832192,139.40697730716556,0.0,0.0,0.0,0.0,0.0,109.57852071787875,2753.6015568618395,0.0,0.0,0.0,0.0,0.0,109.57852071787875,0.0,0.0,0.0,109.57852071787875,29.82845658928685,139.40697730716556,109.57852071787873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,0.0,197073.953572112,29.82845658928685,-0.013458564497777511,9500.0,139.38461538461542,0.013458564497777777,-0.013458564497777777,0.013458564497777777,0.0,0.0,109.55615879532857,2753.3205758533686,0.0,0.0,0.0,0.0,0.0,109.55615879532857,0.0,0.0,0.0,109.55615879532857,29.82845658928685,139.38461538461542,109.55615879532857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013458564497777777,0.0,0.0,0.0
24,24,0.0,197073.953572112,29.828456589286848,-0.0038888888889009794,9485.999999999956,139.37815384615382,0.0038888888888888888,-0.0038888888888888888,0.0038888888888888888,0.0,0.0,109.54969725686699,2753.2393801641283,0.0,0.0,0.0,-5.618210720460164e-21,0.0,109.54969725686699,0.0,0.0,0.0,109.54969725686699,29.82845658928684,139.37815384615382,109.54969725686699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.618210720460164e-21,0.0,0.0,-0.0038888888888888888,0.0,0.0,0.0
25,25,0.0,197073.953572112,29.828456589286848,-0.006300561886111111,9463.317977209956,139.36768522025073,0.006300561886111111,-0.006300561886111111,0.006300561886111111,0.0,0.0,109.53922863096386,2753.1078265303768,0.0,0.0,0.0,0.0,0.0,109.53922863096386,0.0,0.0,0.0,109.53922863096386,29.828456589286848,139.36768522025073,109.53922863096386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006300561886111111,0.0,0.0,0.0
26,26,0.0,197073.953572112,29.828456589286848,-0.004898605666111111,9445.682996811955,139.3595459985286,0.004898605666111111,-0.004898605666111111,0.004898605666111111,0.0,0.0,109.53108940924174,2753.005540808493,0.0,0.0,0.0,-4.2690460541616737e-19,0.0,109.53108940924174,0.0,0.0,0.0,109.53108940924174,29.82845658928685,139.3595459985286,109.53108940924173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2690460541616737e-19,0.0,0.0,-0.004898605666111111,0.0,0.0,0.0
27,27,0.0,197073.953572112,29.828456589286844,-0.005808921101666665,9424.770880845954,139.3498942526981,0.005808921101666666,-0.005808921101666666,0.005808921101666666,0.0,0.0,109.52143766341128,2752.8842422713715,0.0,0.0,0.0,-3.618524750670371e-18,0.0,109.52143766341128,0.0,0.0,0.0,109.52143766341128,29.82845658928685,139.3498942526981,109.52143766341126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.618524750670371e-18,0.0,0.0,-0.005808921101666666,0.0,0.0,0.0
28,28,0.0,197073.953572112,29.82845658928685,-0.0065567117272222215,9401.166718627956,139.33900002398215,0.006556711727222222,-0.006556711727222222,0.006556711727222222,0.0,0.0,109.51054343469528,2752.7473223963507,0.0,0.0,0.0,-1.7702988597614877e-19,0.0,109.51054343469528,0.0,0.0,0.0,109.51054343469528,29.828456589286848,139.33900002398215,109.51054343469528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7702988597614877e-19,0.0,0.0,-0.006556711727222222,0.0,0.0,0.0
29,29,0.0,197073.953572112,29.828456589286855,-0.007012048015,9375.923345773956,139.32734923651105,0.007012048015,-0.007012048015,0.007012048015,0.0,0.0,109.49889264722424,2752.600886047949,0.0,0.0,0.0,-1.7702988597614875e-19,0.0,109.49889264722424,0.0,0.0,0.0,109.49889264722424,29.828456589286855,139.32734923651105,109.49889264722422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7702988597614875e-19,0.0,0.0,-0.007012048015,0.0,0.0,0.0
30,30,0.0,197073.953572112,29.828456589286848,-0.006066417089444444,9354.084244251953,139.31726965119321,0.006066417089444444,-0.006066417089444444,0.006066417089444444,0.0,0.0,109.48881306190637,2752.474191865832,0.0,0.0,0.0,0.0,0.0,109.48881306190637,0.0,0.0,0.0,109.48881306190637,29.828456589286848,139.31726965119321,109.48881306190636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006066417089444444,0.0,0.0,0.0
31,31,0.0,197073.953572112,29.828456589286844,-0.005193655942222222,9335.387082859954,139.30864019208923,0.005193655942222221,-0.005193655942222221,0.005193655942222221,0.0,0.0,109.48018360280236,2752.365719748015,0.0,0.0,0.0,-3.2682898618705187e-19,0.0,109.48018360280236,0.0,0.0,0.0,109.48018360280236,29.828456589286848,139.30864019208923,109.48018360280237,0.0,0.07477177315670108,-15774.929978671116,15774.929978671118,15774.92997867112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2682898618705187e-19,0.0,0.0,-0.005193655942222221,15774.929978671118,-15774.929978671116,0.0
32,32,0.0,197073.953572112,29.82845658928685,-0.002183373211444444,9327.526939298756,139.3050124335225,0.002183373211444444,-0.002183373211444444,0.002183373211444444,0.0,0.0,109.47655584423566,2752.320117280327,0.0,0.0,0.0,-1.935404110027072e-19,0.0,109.47655584423566,0.0,0.0,0.0,109.47655584423566,29.828456589286855,139.3050124335225,109.47655584423566,0.0,0.2358591708815945,-49760.24706124187,49760.24706124188,49760.247061241884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.935404110027072e-19,0.0,0.0,-0.002183373211444444,49760.24706124188,-49760.24706124187,0.0
33,33,0.0,197073.953572112,29.828456589286855,-0.018940665461666666,9259.340543636754,139.2735417893708,0.018940665461666666,-0.018940665461666666,0.018940665461666666,0.0,0.0,109.44508520008392,2751.924490845115,0.0,0.0,0.0,-8.360718115212377e-18,0.0,109.44508520008392,0.0,0.0,0.0,109.44508520008392,29.828456589286855,139.2735417893708,109.44508520008394,0.0,0.3846877203897489,-81159.26099659503,81159.26099659503,81159.26099659505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.360718115212377e-18,0.0,0.0,-0.018940665461666666,81159.26099659503,-81159.26099659503,0.0
34,34,0.0,197073.953572112,29.828456589286848,-0.016547995718333326,9199.767759050756,139.24604665802343,0.01654799571833333,-0.01654799571833333,0.01654799571833333,0.0,0.0,109.41759006873659,2751.578795094258,0.0,0.0,0.0,-1.506057667442648e-18,0.0,109.41759006873659,0.0,0.0,0.0,109.41759006873659,29.828456589286844,139.24604665802343,109.4175900687366,0.0,0.5137134929205837,-108380.39594082437,108380.39594082437,108380.39594082438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.506057667442648e-18,0.0,0.0,-0.01654799571833333,108380.39594082437,-108380.39594082437,0.0
35,35,0.0,197073.953572112,29.82845658928685,-0.02567693846277777,9107.330780584754,139.20338343719297,0.025676938462777774,-0.025676938462777774,0.025676938462777774,0.0,0.0,109.37492684790607,2751.042305500978,0.0,0.0,0.0,-1.1633666658292796e-18,0.0,109.37492684790607,0.0,0.0,0.0,109.37492684790607,29.82845658928685,139.20338343719297,109.37492684790607,0.0,0.6112149495870927,-128950.70726016712,128950.70726016715,128950.70726016712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1633666658292796e-18,0.0,0.0,-0.025676938462777774,128950.70726016715,-128950.70726016712,0.0
36,36,-0.03279341478237478,196955.89727889543,29.82825982879816,0.01646498611570811,9166.604730601302,139.2307406448929,0.016328428666666665,-0.016328428666666665,0.016328428666666665,-0.03279341478237478,0.032793414782374776,109.40250232310312,2751.389070530802,35195.156504676444,43993.94563084555,1.0,0.0,0.0,109.40250232310312,0.0,0.0,0.032793414782374776,109.40250232310312,29.82825982879816,139.2307406448929,109.40248081609472,1.0,0.6484390389437005,-136804.03717772386,92810.09154687832,92810.09154687832,0.0,0.0,0.0,0.0,0.0,0.0,-0.03279341478237478,0.032793414782374776,43993.94563084555,0.0,0.0,0.0,0.032793414782374776,-0.016328428666666665,92810.09154687832,-136804.03717772386,0.0
37,37,-0.09499876082251492,196613.90173993437,29.82768983623323,0.0864257386025149,9477.737389570357,139.37434033364787,0.00857302222,-0.00857302222,0.00857302222,-0.09499876082251492,0.09499876082251493,109.5468309926989,2753.20333821952,102090.8342453987,127613.54280674836,1.0,0.0,0.0,109.5468309926989,0.0,0.0,0.09499876082251492,109.5468309926989,29.82768983623323,139.37434033364787,109.54665049741462,1.0,0.6048769083203855,-127613.54280674834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09499876082251492,0.09499876082251493,127613.54280674836,0.0,0.0,0.0,0.09499876082251492,-0.00857302222,0.0,-127613.54280674834,0.0
38,38,-0.07807741112990002,196332.82305986676,29.827221371766445,0.07152795021267773,9735.238010335997,139.4931867740012,0.006549460917222222,-0.006549460917222222,0.006549460917222222,-0.07807741112990002,0.07807741112990003,109.66608732358934,2754.7015742800286,83997.57746337052,104996.97182921317,1.0,0.0,0.0,109.66608732358934,0.0,0.0,0.07807741112990003,109.66608732358934,29.827221371766445,139.4931867740012,109.66596540223479,1.0,0.49767636182026426,-104996.97182921314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07807741112990002,0.07807741112990003,104996.97182921317,0.0,0.0,0.0,0.07807741112990003,-0.006549460917222222,0.0,-104996.97182921314,0.0
39,39,0.0,196332.82305986676,29.827221371766445,-0.006416507906666667,9712.138581871995,139.48252549932556,0.006416507906666667,-0.006416507906666667,0.006416507906666667,0.0,0.0,109.6553041275591,2754.566134089424,0.0,0.0,0.0,0.0,0.0,109.6553041275591,0.0,0.0,0.0,109.6553041275591,29.82722137176644,139.48252549932556,109.6553041275591,1.0,0.32599011824461455,-68775.5696025866,68775.5696025866,68775.5696025866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006416507906666667,68775.5696025866,-68775.5696025866,0.0
40,40,0.0,196332.82305986676,29.82722137176644,-0.005731692862777777,9691.504487566,139.4730020711843,0.005731692862777777,-0.005731692862777777,0.005731692862777777,0.0,0.0,109.64578069941787,2754.4465161521825,0.0,0.0,0.0,0.0,0.0,109.64578069941787,0.0,0.0,0.0,109.64578069941787,29.827221371766445,139.4730020711843,109.64578069941787,0.0,0.11821470325038548,-24940.276089428127,24940.27608942813,24940.276089428127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005731692862777777,24940.27608942813,-24940.276089428127,0.0
41,41,0.0,196332.82305986676,29.82722137176644,-0.008467836731666666,9661.020275331999,139.45893243476863,0.008467836731666666,-0.008467836731666666,0.008467836731666666,0.0,0.0,109.63171106300219,2754.269786576546,0.0,0.0,0.0,-1.2780033108172884e-17,0.0,109.63171106300219,0.0,0.0,0.0,109.63171106300219,29.82722137176644,139.45893243476863,109.63171106300219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2780033108172884e-17,0.0,0.0,-0.008467836731666666,0.0,0.0,0.0
42,42,0.0,196332.82305986676,29.82722137176644,-0.00970108156888889,9626.096381684001,139.4428137146234,0.00970108156888889,-0.00970108156888889,0.00970108156888889,0.0,0.0,109.61559234285697,2754.0673043908996,0.0,0.0,0.0,0.0,0.0,109.61559234285697,0.0,0.0,0.0,109.61559234285697,29.82722137176644,139.4428137146234,109.61559234285698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00970108156888889,0.0,0.0,0.0
43,43,0.0,196332.82305986676,29.82722137176644,-0.008636273278888888,9595.005797880001,139.42846421440618,0.008636273278888888,-0.008636273278888888,0.008636273278888888,0.0,0.0,109.60124284263973,2753.88703449677,0.0,0.0,0.0,-7.156899008706803e-19,0.0,109.60124284263973,0.0,0.0,0.0,109.60124284263973,29.82722137176644,139.42846421440618,109.60124284263976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.156899008706803e-19,0.0,0.0,-0.008636273278888888,0.0,0.0,0.0
44,44,0.0,196332.82305986676,29.82722137176644,-0.007996979514999999,9566.216671626002,139.41517692536584,0.007996979514999999,-0.007996979514999999,0.007996979514999999,0.0,0.0,109.58795555359943,2753.7200984272035,0.0,0.0,0.0,-3.956927647988265e-18,0.0,109.58795555359943,0.0,0.0,0.0,109.58795555359943,29.82722137176644,139.41517692536584,109.5879555535994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.956927647988265e-18,0.0,0.0,-0.007996979514999999,0.0,0.0,0.0
45,45,0.0,196332.82305986676,29.82722137176644,-0.007194654969444445,9540.315913736003,139.40322272941663,0.007194654969444444,-0.007194654969444444,0.007194654969444444,0.0,0.0,109.57600135765018,2753.5699021446817,0.0,0.0,0.0,-3.857242458008275e-19,0.0,109.57600135765018,0.0,0.0,0.0,109.57600135765018,29.82722137176644,139.40322272941663,109.57600135765018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.857242458008275e-19,0.0,0.0,-0.007194654969444444,0.0,0.0,0.0
46,46,0.0,196332.82305986676,29.82722137176644,-0.007309976037777778,9514.000000000002,139.3910769230769,0.007309976037777778,-0.007309976037777778,0.007309976037777778,0.0,0.0,109.56385555131047,2753.417290016626,0.0,0.0,0.0,0.0,0.0,109.56385555131047,0.0,0.0,0.0,109.56385555131047,29.82722137176644,139.3910769230769,109.56385555131047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007309976037777778,0.0,0.0,0.0
47,47,0.0,196332.82305986676,29.82722137176644,-0.003888888888889301,9500.0,139.3846153846154,0.0038888888888888888,-0.0038888888888888888,0.0038888888888888888,0.0,0.0,109.5573940128489,2753.3360973015033,1.864492893332032e-12,2.3306161166650396e-12,0.0,0.0,0.0,109.5573940128489,0.0,0.0,0.0,109.5573940128489,29.82722137176644,139.3846153846154,109.5573940128489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3306161166650396e-12,0.0,0.0,0.0,0.0,-0.0038888888888888888,0.0,0.0,0.0
