,t,B0w.Q,B0w.W,B0w.z,B1w.Q,B1w.W,B1w.z,B4w.Q,B4w.W,B4w.z,Irrigation1w.Qin,Irrigation1w.Qout,Irrigation4w.Qin,Irrigation4w.Qout,Pump4w.Qin,Pump4w.Qout,Pump4w.H,Pump4w.Hfix,Pump4w.Ph,Pump4w.Pe,Pump4w.PumpOn,Pump5w.Qin,Pump5w.Qout,Pump5w.H,Pump5w.Hfix,Pump5w.Ph,Pump5w.Pe,Pump5w.PumpOn,Pump7w.Qin,Pump7w.Qout,Pump7w.H,Pump7w.Hfix,Pump7w.Ph,Pump7w.Pe,Pump7w.PumpOn,Pump8w.Qin,Pump8w.Qout,Pump8w.H,Pump8w.Hfix,Pump8w.Ph,Pump8w.Pe,Pump8w.PumpOn,Pipe0w.Q,Pipe0w.H,Pipe0w.zlow,Pipe0w.zhigh,Pipe0w.Qp,Pipe0w.Qn,Pipe2w.Q,Pipe2w.H,Pipe2w.zlow,Pipe2w.zhigh,Pipe2w.Qp,Pipe2w.Qn,PVw.forecast,PVw.P,Gridw.P,Gridw.Psell,Gridw.Pbuy,EBgw.P_bal,EBpvw.P_bal,B0s.Q,B0s.W,B0s.z,B1s.Q,B1s.W,B1s.z,B4s.Q,B4s.W,B4s.z,Irrigation1s.Qin,Irrigation1s.Qout,Irrigation4s.Qin,Irrigation4s.Qout,Pump4s.Qin,Pump4s.Qout,Pump4s.H,Pump4s.Hfix,Pump4s.Ph,Pump4s.Pe,Pump4s.PumpOn,Pump5s.Qin,Pump5s.Qout,Pump5s.H,Pump5s.Hfix,Pump5s.Ph,Pump5s.Pe,Pump5s.PumpOn,Pump7s.Qin,Pump7s.Qout,Pump7s.H,Pump7s.Hfix,Pump7s.Ph,Pump7s.Pe,Pump7s.PumpOn,Pump8s.Qin,Pump8s.Qout,Pump8s.H,Pump8s.Hfix,Pump8s.Ph,Pump8s.Pe,Pump8s.PumpOn,Pipe0s.Q,Pipe0s.H,Pipe0s.zlow,Pipe0s.zhigh,Pipe0s.Qp,Pipe0s.Qn,Pipe2s.Q,Pipe2s.H,Pipe2s.zlow,Pipe2s.zhigh,Pipe2s.Qp,Pipe2s.Qn,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBgs.P_bal,EBpvs.P_bal,p4r1w_expanded.Q,p4c2_Qw_expanded.Q,p4ebw_expanded.P,p5r1w_expanded.Q,p5c0_Qw_expanded.Q,p5ebw_expanded.P,p7r0w_expanded.Q,p7c0_Qw_expanded.Q,p7ebw_expanded.P,p8r0w_expanded.Q,p8c2_Qw_expanded.Q,p8ebw_expanded.P,c0r1_Qw_expanded.Q,c2r4_Qw_expanded.Q,r4i4w_expanded.Q,r1i1w_expanded.Q,gridebw_expanded.P,pvebw_expanded.P,p4r1s_expanded.Q,p4c2_Qs_expanded.Q,p4ebs_expanded.P,p5r1s_expanded.Q,p5c2_Qs_expanded.Q,p5ebs_expanded.P,p7r0s_expanded.Q,p7c0_Qs_expanded.Q,p7ebs_expanded.P,p8r0s_expanded.Q,p8c0_Qs_expanded.Q,p8ebs_expanded.P,c0r1_Qs_expanded.Q,c2r4_Qs_expanded.Q,r4i4s_expanded.Q,r1i1s_expanded.Q,gridebs_expanded.P,pvebs_expanded.P
0,0,-0.4044987987288972,119998543.80432458,129.99998786503605,0.3616648520577745,121301.99346740799,337.80744352093546,-0.03306572547228357,229880.96338829977,429.4514413222962,-0.04283394667047635,0.04283394667047635,-0.03306572547292994,0.03306572547292994,-6.392830327255202e-13,6.392830327255532e-13,88.0,88,5.518802564881764e-07,5.985686079047466e-07,0.0,-7.091194278316933e-15,7.091194278316933e-15,88.0,88,6.121686196555824e-09,6.639572881296989e-09,0.0,-0.40449879032027064,0.40449879032027064,210.5649778610301,206,835549.8653085781,906236.2964301282,1.0,-8.408626588485786e-09,8.408626588485786e-09,210.5649778610301,206,0.01736921588288701,0.018838628940224526,0.0,0.4044987987288972,210.5649778610301,129.99998786503605,337.80744352093546,0.4044987987288972,0.0,6.463742270049222e-13,88.0,337.80744352093546,429.4514413222962,4.671788440588198e-09,4.6711420663611866e-09,0.0,-6.639572881296989e-09,-906236.3152693555,4.5811000585156535e-07,906236.3152698136,0,0,-0.7300364879874675,119997371.86864324,129.99997809890536,0.22584883250758941,120813.05579702732,337.7804075117522,0.2690752656841238,230968.67095646283,429.4950525750914,-0.10024548564043212,0.10024548564043212,-0.1348669041553222,0.1348669041553222,-0.4039421698394392,0.4039421698394392,92.53773758153963,88,366696.7651501605,397718.83421926305,1.0,-6.806537148798139e-15,6.806537148798139e-15,92.53773758153963,88,6.1789417909274275e-09,6.701672224433219e-09,0.0,-0.36501824399373384,0.36501824399373384,220.86939633882682,206,790895.5337868705,857804.2665801198,1.0,-0.3650182439937337,0.3650182439937337,220.86939633882682,206,790895.5337868703,857804.2665801197,1.0,0.7300364879874675,220.86939633882682,129.99997809890536,337.7804075117522,0.7300364879874675,0.0,0.40394216983944603,92.53773758153963,337.7804075117522,429.4950525750914,0.40394216983944603,0.0,0.0,-6.701672224433219e-09,-2113327.367379503,5.461802507648153e-07,2113327.367380049,0,0,-6.392830327255524e-13,6.39283032726739e-13,5.985686079047466e-07,-7.091194278316933e-15,7.091194278316933e-15,6.639572881296989e-09,-0.40449879032027064,0.40449879032027064,906236.2964301282,-8.408626588485786e-09,8.408626588485786e-09,0.018838628940224526,0.4044987987288972,6.463742270049222e-13,-0.03306572547292994,-0.04283394667047635,-906236.3152693555,-6.639572881296989e-09,-0.4039421698394392,0.4039421698394392,397718.83421926305,-6.806537148798139e-15,6.80653714879814e-15,6.701672224433219e-09,-0.36501824399373384,0.36501824399373384,857804.2665801198,-0.3650182439937337,0.3650182439937337,857804.2665801197,0.7300364879874675,0.40394216983944603,-0.1348669041553222,-0.10024548564043212,-2113327.367379503,-6.701672224433219e-09
1,1,-0.5115273553099404,119996702.30584547,129.9999725192154,0.4696158698543872,122992.61059888378,337.9009268891865,-0.0333801584753419,229760.79481778856,429.4466232056811,-0.04191148545488257,0.04191148545488257,-0.033380158476012556,0.033380158476012556,-6.635735269711695e-13,6.635735269711658e-13,88.0,88,5.728497543551909e-07,6.213120979991224e-07,0.0,-7.091194272950441e-15,7.091194272950441e-15,88.0,88,6.12168619196912e-09,6.639572876322257e-09,0.0,-0.5115273469013139,0.5115273469013139,213.30032056292765,206,1070358.7707640983,1160909.7296790655,1.0,-8.408626620854174e-09,8.408626620854174e-09,213.30032056292765,206,0.01759485061401441,0.019083352075937542,0.0,0.5115273553099404,213.30032056292765,129.9999725192154,337.9009268891865,0.5115273553099404,0.0,6.706647212456658e-13,88.0,337.9009268891865,429.4466232056811,4.663794109419559e-09,4.663123444698312e-09,0.0,-6.639572876322257e-09,-1160909.748763039,4.464978316354295e-07,1160909.7487634856,0,0,-0.7547725348152537,119994654.6875179,129.99995545572932,0.23710059399176706,121666.61793539768,337.82760558056435,0.2906317385882104,232014.9452153804,429.53700257390943,-0.09564164959747024,0.09564164959747024,-0.13139855263780612,0.13139855263780612,-0.4220302912260097,0.4220302912260097,92.9532270502695,88,384837.25010256615,417393.98058846657,1.0,-6.775363002167735e-15,6.775363002167735e-15,92.9532270502695,88,6.178258102343179e-09,6.700930696684576e-09,0.0,-0.37738626740762604,0.37738626740762604,221.89411606278927,206,821487.3616845825,890984.1233021502,1.0,-0.37738626740762765,0.37738626740762765,221.89411606278927,206,821487.3616845859,890984.123302154,1.0,0.7547725348152537,221.89411606278927,129.99995545572932,337.82760558056435,0.7547725348152537,1.8389084189879975e-32,0.4220302912260165,92.9532270502695,337.82760558056435,429.53700257390943,0.4220302912260165,0.0,0.0,-6.700930696684576e-09,-2199362.2271927707,5.412613098448677e-07,2199362.227193312,0,0,-6.635735269711695e-13,6.635735269731987e-13,6.213120979991224e-07,-7.091194272950441e-15,7.091194273119848e-15,6.639572876322257e-09,-0.5115273469013139,0.5115273469013139,1160909.7296790655,-8.408626620854172e-09,8.408626620854174e-09,0.019083352075937542,0.5115273553099404,6.706647212456658e-13,-0.033380158476012556,-0.04191148545488257,-1160909.748763039,-6.639572876322257e-09,-0.4220302912260097,0.4220302912260097,417393.98058846657,-6.775363002167735e-15,6.775363002167735e-15,6.700930696684576e-09,-0.37738626740762604,0.37738626740762604,890984.1233021502,-0.37738626740762765,0.37738626740762765,890984.123302154,0.7547725348152537,0.4220302912260165,-0.13139855263780612,-0.09564164959747024,-2199362.2271927707,-6.700930696684576e-09
2,2,-0.5092065949185177,119994869.16210376,129.99995724301752,0.4691223251229762,124681.45096932648,337.9943120107069,-0.0334648516239487,229640.32135194234,429.44179286439453,-0.040084269794871466,0.040084269794871466,-0.03346485162461878,0.03346485162461878,-6.629866157539824e-13,6.629866157539905e-13,88.0,88,5.723430856566687e-07,6.207625657881439e-07,0.0,-7.091194272697815e-15,7.091194272697815e-15,88.0,88,6.121686192113687e-09,6.639572876479053e-09,0.0,-0.5092065865098911,0.5092065865098911,213.23422884100748,206,1065172.4859308964,1155284.69189902,1.0,-8.408626622265495e-09,8.408626622265495e-09,213.23422884100748,206,0.01758939880155944,0.019077439047244512,0.0,0.5092065949185177,213.23422884100748,129.99995724301752,337.9943120107069,0.5092065949185177,1.405724055965107e-32,6.700778100267942e-13,88.0,337.9943120107069,429.44179286439453,4.664152099068926e-09,4.663482021258894e-09,0.0,-6.639572876479053e-09,-1155284.7109770798,4.274105296645067e-07,1155284.7109775073,0,0,-0.7878508288566054,119991818.42453402,129.99993182020444,0.24717502491799126,122556.44802510244,337.87680910063284,0.29324452390336525,233070.6255014325,429.5793297040807,-0.09473141010940546,0.09473141010940546,-0.15269986992584333,0.15269986992584333,-0.44594439382920187,0.44594439382920187,93.53047465040196,88,409169.1239690294,443784.29931565013,1.0,-6.7325409100435855e-15,6.7325409100435855e-15,93.53047465040196,88,6.1773348972815715e-09,6.6999293896763255e-09,0.0,-0.393925414428301,0.393925414428301,223.3177791059881,206,862991.0825854699,935999.0049733946,1.0,-0.3939254144283044,0.3939254144283044,223.3177791059881,206,862991.0825854775,935999.004973403,1.0,0.7878508288566053,223.3177791059881,129.99993182020444,337.87680910063284,0.7878508288566053,0.0,0.4459443938292086,93.53047465040196,337.87680910063284,429.5793297040807,0.4459443938292086,4.632398065119053e-40,0.0,-6.6999293896763255e-09,-2315782.3092624475,5.422606670348924e-07,2315782.3092629896,0,0,-6.629866157539932e-13,6.629866157555152e-13,6.207625657881439e-07,-7.091194272697815e-15,7.091194273206036e-15,6.639572876479053e-09,-0.5092065865098911,0.5092065865098911,1155284.69189902,-8.408626622265495e-09,8.408626622265495e-09,0.019077439047244512,0.5092065949185177,6.700778100267942e-13,-0.03346485162461878,-0.040084269794871466,-1155284.7109770798,-6.639572876479053e-09,-0.44594439382920187,0.44594439382920187,443784.29931565013,-6.7325409100435855e-15,6.7325409100435855e-15,6.6999293896763255e-09,-0.393925414428301,0.393925414428301,935999.0049733946,-0.3939254144283044,0.3939254144283044,935999.004973403,0.7878508288566053,0.4459443938292086,-0.15269986992584333,-0.09473141010940546,-2315782.3092624475,-6.6999293896763255e-09
3,3,-0.5463371970591046,119992902.34819435,129.99994085290163,0.5105859295677229,126519.56031577029,338.09595102152736,-0.03024604071195149,229531.43560537932,429.43742712864156,-0.035751267490701934,0.035751267490701934,-0.03024604071263128,0.03024604071263128,-6.726970577787e-13,6.726970577787115e-13,88.0,88,5.807259160469832e-07,6.298545727190708e-07,0.0,-7.09119427105779e-15,7.09119427105779e-15,88.0,88,6.1216861907507834e-09,6.63957287500085e-09,0.0,-8.408626629774281e-09,8.408626629774281e-09,214.32771288764212,206,0.01767959881518017,0.019175269864620575,0.0,-0.5463371886504779,0.5463371886504779,214.32771288764212,206,1148703.9130685169,1245882.7690547905,1.0,0.5463371970591046,214.32771288764212,129.99994085290163,338.09595102152736,0.5463371970591046,4.525482334174697e-40,6.797882520508688e-13,88.0,338.09595102152736,429.43742712864156,4.661753818620294e-09,4.6610740303682404e-09,0.0,-6.63957287500085e-09,-1245882.7882306904,4.2792423910674236e-07,1245882.7882311183,0,0,-0.7225381862638672,119989217.28706348,129.99991014405887,0.2345079959479515,123400.67681051508,337.9234910778621,0.2526641058192226,233980.2162823817,429.6157994268713,-0.08960992548363095,0.08960992548363095,-0.14575615901306224,0.14575615901306224,-0.398420264832278,0.398420264832278,92.41452345360126,88,361202.4234946667,391759.67841070145,1.0,-6.815839302709701e-15,6.815839302709701e-15,92.41452345360126,88,6.179147728154025e-09,6.701895583681156e-09,0.0,-0.7225381778552388,0.7225381778552388,220.56551391400447,206,1563390.3143522765,1695651.100165159,1.0,-8.408628482031359e-09,8.408628482031359e-09,220.56551391400447,206,0.018194150466646093,0.019733351916102055,0.0,0.7225381862638672,220.56551391400447,129.99991014405887,337.9234910778621,0.7225381862638672,0.0,0.3984202648322848,92.41452345360126,337.9234910778621,429.6157994268713,0.3984202648322848,0.0,0.0,-6.701895583681156e-09,-2087410.7983092126,5.423601388105726e-07,2087410.7983097548,0,0,-6.726970577787107e-13,6.726970577776951e-13,6.298545727190708e-07,-7.09119427105779e-15,7.091194272413043e-15,6.63957287500085e-09,-8.408626629774281e-09,8.408626629774281e-09,0.019175269864620575,-0.5463371886504779,0.5463371886504779,1245882.7690547905,0.5463371970591046,6.797882520508688e-13,-0.03024604071263128,-0.035751267490701934,-1245882.7882306904,-6.63957287500085e-09,-0.398420264832278,0.398420264832278,391759.67841070145,-6.815839302709701e-15,6.815839302709701e-15,6.701895583681156e-09,-0.7225381778552388,0.7225381778552388,1695651.100165159,-8.408628482031359e-09,8.408628482031359e-09,0.019733351916102055,0.7225381862638672,0.3984202648322848,-0.14575615901306224,-0.08960992548363095,-2087410.7983092126,-6.701895583681156e-09
4,4,-0.40327034267861844,119991450.5749607,129.99992875479134,0.36361192230180756,127828.56323605681,338.16833287532535,-0.030637718838743094,229421.13981755983,429.43300485777974,-0.03965842037616476,0.03965842037616476,-0.030637718839389223,0.030637718839389223,-6.390371849855993e-13,6.390371849855963e-13,88.0,88,5.516680210542934e-07,5.983384176293856e-07,0.0,-7.091194278528523e-15,7.091194278528523e-15,88.0,88,6.121686196903836e-09,6.639572881674443e-09,0.0,-0.4032703342699918,0.4032703342699918,210.53729244302724,206,832902.7885810244,903365.2804566427,1.0,-8.4086265878494e-09,8.4086265878494e-09,210.53729244302724,206,0.01736693214945828,0.018836152005920044,0.0,0.4032703426786184,210.53729244302724,129.99992875479134,338.16833287532535,0.4032703426786184,0.0,6.461283792639635e-13,88.0,338.16833287532535,429.43300485777974,4.672894464371731e-09,4.6722483359924716e-09,0.0,-6.639572881674443e-09,-903365.299293393,4.28574632444723e-07,903365.2992938216,0,0,-0.6359999800027406,119986927.68713546,129.99989106405945,0.5318097496278964,125315.19190917551,338.0293549761144,-0.13938006979944256,233478.44803110373,429.59568120512535,-0.10419022037720459,0.10419022037720459,-0.13938007979708222,0.13938007979708222,-9.997632474827704e-09,9.997632474827704e-09,88.0,88,0.008630756162869261,0.009360906901159722,0.0,-7.167607111230223e-15,7.167607111230223e-15,88.0,88,6.187651866864705e-09,6.711119161458467e-09,0.0,-0.3179999900013703,0.3179999900013703,217.2854376903213,206,677839.2843971921,735183.6056368678,1.0,-0.3179999900013703,0.3179999900013703,217.2854376903213,206,677839.2843971921,735183.6056368678,1.0,0.6359999800027406,217.2854376903213,129.99989106405945,338.0293549761144,0.6359999800027406,0.0,9.997639642434821e-09,88.0,338.0293549761144,429.59568120512535,1.1531469191801909e-08,1.5338295493670862e-09,0.0,-6.711119161458467e-09,-1470367.2206346425,5.394439865745873e-07,1470367.220635182,0,0,-6.390371849855886e-13,6.39037184984241e-13,5.983384176293856e-07,-7.091194278528523e-15,7.091194278528523e-15,6.639572881674443e-09,-0.4032703342699918,0.4032703342699918,903365.2804566427,-8.4086265878494e-09,8.4086265878494e-09,0.018836152005920044,0.4032703426786184,6.461283792639635e-13,-0.030637718839389223,-0.03965842037616476,-903365.299293393,-6.639572881674443e-09,-9.997632474827704e-09,9.997632474827714e-09,0.009360906901159722,-7.167607111230223e-15,7.167607113479236e-15,6.711119161458467e-09,-0.3179999900013703,0.3179999900013703,735183.6056368678,-0.3179999900013703,0.3179999900013703,735183.6056368678,0.6359999800027406,9.997639642434821e-09,-0.13938007979708222,-0.10419022037720459,-1470367.2206346425,-6.711119161458467e-09
5,5,-8.766453508724449e-12,119991450.57496066,129.99992875479134,-0.04559122382702831,127664.4348302795,338.1592573277563,-0.030163982973954975,229312.5494788536,429.42865096630095,-0.045591223835223134,0.045591223835223134,-0.03016398297452661,0.03016398297452661,-5.645440216684319e-13,5.645440216684259e-13,88.0,88,4.873595630274943e-07,5.285895477521629e-07,0.0,-7.09119433618482e-15,7.09119433618482e-15,88.0,88,6.121686246798075e-09,6.6395729357896705e-09,0.0,-4.383226754362368e-12,4.3832267543622244e-12,206.0,206,8.857887618820445e-06,9.607253382668596e-06,0.0,-4.383226754362355e-12,4.3832267543622244e-12,206.0,206,8.857887618820446e-06,9.607253382668598e-06,0.0,8.766453508724549e-12,206.0,129.99992875479134,338.1592573277563,4.6380640035388925e-09,4.629297550030168e-09,5.716352160055565e-13,88.0,338.1592573277563,429.42865096630095,4.926512515901955e-09,4.92594088068595e-09,0.0,-6.6395729357896705e-09,-1.9743096313089357e-05,4.424759136438785e-07,2.0185572226733236e-05,0,0,-0.4117277409060326,119985445.4672682,129.99987871222723,0.28022209240451185,126323.99144183173,338.08513696036556,-0.18071492649521773,232827.87429572095,429.5695966797748,-0.13150563851104796,0.13150563851104796,-0.18071493648569056,0.18071493648569056,-9.990465656683317e-09,9.990465656683319e-09,88.0,88,0.008624569192101575,0.009354196520717544,0.0,-7.16760775656576e-15,7.16760775656576e-15,88.0,88,6.1876524235293765e-09,6.711119765216244e-09,0.0,-0.411727732497406,0.411727732497406,210.72960054042125,206,851147.1940918053,923153.1389282054,1.0,-8.408626604367078e-09,8.408626604367078e-09,210.72960054042125,206,0.017382795414486278,0.01885335728252308,0.0,0.41172774090603265,210.72960054042125,129.99987871222723,338.08513696036556,0.41172774090603265,1.6860945012800716e-32,9.990472824291074e-09,88.0,338.08513696036556,429.5695966797748,1.125174561884132e-08,1.261272794550246e-09,0.0,-6.711119765216244e-09,-923153.1671357591,5.343271642923896e-07,923153.1671362935,0,0,-5.645440216684319e-13,5.645440216676637e-13,5.285895477521629e-07,-7.09119433618482e-15,7.0911943378788855e-15,6.6395729357896705e-09,-4.383226754362265e-12,4.3832267543622115e-12,9.607253382668596e-06,-4.383226754362252e-12,4.3832267543621986e-12,9.607253382668596e-06,8.766453508724549e-12,5.716352160055565e-13,-0.03016398297452661,-0.045591223835223134,-1.9743096313089357e-05,-6.6395729357896705e-09,-9.990465656683317e-09,9.990465656683314e-09,0.009354196520717544,-7.16760775656576e-15,7.167607757582199e-15,6.711119765216244e-09,-0.411727732497406,0.411727732497406,923153.1389282054,-8.408626604367078e-09,8.408626604367078e-09,0.01885335728252308,0.41172774090603265,9.990472824291074e-09,-0.18071493648569056,-0.13150563851104796,-923153.1671357591,-6.711119765216244e-09
6,6,-2.618047305909328e-12,119991450.57496066,129.99992875479134,-0.0705957444341478,127410.29015031658,338.1452042933562,-0.029168587733827616,229207.5425630118,429.42444075090293,-0.07059574443626089,0.07059574443626089,-0.029168587734332556,0.029168587734332556,-4.978485384166431e-13,4.978485384166527e-13,88.0,88,4.297826862451317e-07,4.6614174213137924e-07,0.0,-7.0911943360376416e-15,7.091194336037642e-15,88.0,88,6.121686246405033e-09,6.639572935363377e-09,0.0,-1.3090236529546537e-12,1.3090236529546638e-12,206.0,206,2.645353539309962e-06,2.869147005759178e-06,0.0,-1.3090236529545988e-12,1.309023652954664e-12,206.0,206,2.645353539309962e-06,2.869147005759178e-06,0.0,2.6180473059094298e-12,206.0,129.99992875479134,338.1452042933562,4.638643191991073e-09,4.636025144685159e-09,5.049397327538794e-13,88.0,338.1452042933562,429.42444075090293,4.9266539622356355e-09,4.9261490225028845e-09,0.0,-6.639572935363377e-09,-6.204435753649735e-06,4.907820682820836e-07,6.6952178219318184e-06,0,0,-4.37582279339469e-12,119985445.46726818,129.99987871222723,-0.17437461219647785,125696.24283792442,338.0504253436337,-0.28541799119125627,231800.36952743243,429.5283992370892,-0.17437460219791667,0.17437460219791667,-0.2854180011941933,0.2854180011941933,-3.075086865400731e-12,3.075086865400683e-12,88.00000000000001,88,2.6546609891633105e-06,2.8792418537563026e-06,0.0,-9.999861935282318e-09,9.999861935282318e-09,88.00000000000001,88,0.008632680811490523,0.009362994372549373,0.0,-2.187911396697285e-12,2.1879113966973454e-12,206.0,206,4.421462625129797e-06,4.795512608600648e-06,0.0,-2.1879113966972784e-12,2.1879113966973454e-12,206.0,206,4.421462625129797e-06,4.795512608600648e-06,0.0,4.375822793394665e-12,206.0,129.99987871222723,338.0504253436337,4.6915456152585845e-09,4.687169792465189e-09,1.000293702214772e-08,88.00000000000001,338.0504253436337,429.5283992370892,1.5664393207862034e-08,5.661456185714316e-09,0.07357298277434086,-0.009362994372549373,-1.2470267070957598e-05,3.2999272447252817e-07,1.2800259795430128e-05,0,0,-4.978485384166538e-13,4.978485384162293e-13,4.6614174213137924e-07,-7.091194336037642e-15,7.091194336884675e-15,6.639572935363377e-09,-1.3090236529546796e-12,1.309023652954531e-12,2.869147005759178e-06,-1.3090236529546505e-12,1.3090236529541042e-12,2.869147005759178e-06,2.6180473059094298e-12,5.049397327538794e-13,-0.029168587734332556,-0.07059574443626089,-6.204435753649735e-06,-6.639572935363377e-09,-3.075086865400731e-12,3.075086865402812e-12,2.8792418537563026e-06,-9.999861935282318e-09,9.999861935282326e-09,0.009362994372549373,-2.1879113966973365e-12,2.1879113966974294e-12,4.795512608600648e-06,-2.18791139669733e-12,2.187911396697423e-12,4.795512608600648e-06,4.375822793394665e-12,1.000293702214772e-08,-0.2854180011941933,-0.17437460219791667,-1.2470267070957598e-05,-0.009362994372549373
